cap.disk,mid,score,avl.cpu.min,util.cpu.max,util.cpu.avg,avl.mem.min,util.mem.max,util.mem.avg,avl.disk,util.disk,alv.p,inst.cnt,inst.list
1440,machine_221,1.0,13,59%,35%,31,52%,51%,1200,17%,7,4,"[60*4]"
1440,machine_222,1.2,11,65%,45%,19,71%,69%,660,54%,7,6,"[40,60*4,500]"
1440,machine_226,2.6,5,84%,63%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_227,2.0,5,85%,55%,0,100%,98%,820,43%,7,6,"[40,60*3,100,300]"
1440,machine_228,1.0,22,31%,20%,8,88%,82%,1020,29%,7,7,"[60*7]"
1440,machine_229,1.7,8,75%,40%,4,94%,94%,1380,4%,6,1,"[60]"
1440,machine_230,2.3,7,78%,61%,12,82%,78%,420,71%,7,11,"[40,60*8,200,300]"
1440,machine_232,3.5,2,93%,72%,7,89%,89%,1040,28%,7,6,"[40,60*3,80,100]"
1440,machine_234,3.3,6,82%,69%,13,79%,75%,600,58%,7,10,"[60*6,80,100*2,200]"
1440,machine_235,1.0,17,48%,37%,0,100%,99%,980,32%,7,8,"[40,60*7]"
1440,machine_237,2.9,5,85%,67%,8,88%,87%,1140,21%,7,5,"[40,60*3,80]"
1440,machine_238,2.8,5,85%,66%,16,75%,75%,1100,24%,7,6,"[40,60*5]"
1440,machine_241,1.7,8,75%,52%,12,81%,74%,1000,31%,7,6,"[60*4,100*2]"
1440,machine_242,1.3,11,66%,50%,0,100%,99%,940,35%,7,8,"[60*7,80]"
1440,machine_243,1.2,13,61%,45%,8,88%,86%,1060,26%,7,7,"[40*2,60*5]"
1440,machine_244,2.1,5,84%,57%,2,97%,95%,720,50%,7,9,"[40*2,60*4,100*2,200]"
1440,machine_245,2.9,1,98%,65%,2,98%,96%,1020,29%,7,6,"[60*4,80,100]"
1440,machine_249,2.9,3,90%,65%,7,90%,87%,1000,31%,7,8,"[40*2,60*6]"
1440,machine_252,1.0,18,45%,31%,2,97%,96%,880,39%,7,10,"[40*2,60*8]"
1440,machine_253,1.2,12,63%,47%,0,100%,100%,1000,31%,7,8,"[40*2,60*6]"
1440,machine_254,1.0,17,46%,34%,2,97%,94%,620,57%,7,9,"[60*5,100*2,120,200]"
1440,machine_255,1.6,11,65%,51%,2,97%,93%,920,36%,7,8,"[60*7,100]"
1440,machine_256,1.0,17,47%,32%,3,96%,81%,920,36%,7,8,"[60*7,100]"
1440,machine_259,3.1,5,86%,69%,15,77%,74%,1020,29%,7,6,"[40,60*3,100*2]"
1440,machine_260,2.4,0,99%,58%,0,100%,91%,1080,25%,6,6,"[40,60*4,80]"
1440,machine_261,1.0,17,48%,40%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_262,1.0,19,41%,20%,8,88%,85%,1020,29%,7,6,"[60*4,80,100]"
1440,machine_263,1.0,14,56%,34%,0,100%,100%,1020,29%,7,7,"[40,60*5,80]"
1440,machine_264,2.5,5,83%,62%,13,80%,80%,960,33%,7,8,"[40,60*6,80]"
1440,machine_266,3.8,2,95%,75%,0,100%,89%,980,32%,7,7,"[60*6,100]"
1440,machine_268,1.1,14,57%,39%,13,80%,79%,980,32%,7,8,"[40,60*7]"
1440,machine_269,1.1,12,61%,37%,0,100%,96%,1080,25%,7,5,"[40,60*2,100*2]"
1440,machine_271,1.7,8,73%,55%,4,94%,92%,440,69%,7,10,"[40*2,60*7,500]"
1440,machine_274,1.2,13,59%,44%,0,100%,100%,1040,28%,7,5,"[60*3,100,120]"
1440,machine_275,1.3,12,62%,50%,15,77%,75%,1040,28%,7,7,"[40,60*6]"
1440,machine_276,1.7,6,83%,50%,0,100%,98%,600,58%,7,6,"[60*4,100,500]"
1440,machine_281,1.0,15,52%,40%,18,73%,63%,1020,29%,7,7,"[60*7]"
1440,machine_282,4.2,2,94%,77%,0,100%,97%,1020,29%,7,7,"[60*7]"
1440,machine_283,1.5,11,67%,50%,28,56%,56%,1200,17%,7,4,"[60*4]"
1440,machine_285,1.0,21,34%,20%,31,52%,51%,1160,19%,7,5,"[40,60*4]"
1440,machine_287,1.0,16,49%,41%,0,100%,100%,1140,21%,7,5,"[60*5]"
1440,machine_288,2.6,4,89%,64%,1,98%,90%,920,36%,7,9,"[40,60*8]"
1440,machine_289,2.5,6,83%,62%,8,88%,84%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_290,1.0,17,46%,39%,16,75%,72%,1100,24%,7,6,"[40,60*5]"
1440,machine_292,1.1,14,57%,44%,16,75%,75%,1060,26%,7,6,"[60*5,80]"
1440,machine_294,1.0,21,33%,8%,40,38%,38%,1073,25%,7,2,"[167,200]"
1440,machine_295,1.0,17,48%,29%,16,75%,71%,1120,22%,7,5,"[60*4,80]"
1440,machine_296,2.3,7,78%,60%,8,87%,86%,1040,28%,7,7,"[40,60*6]"
1440,machine_297,2.3,6,81%,61%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_298,1.0,15,52%,44%,4,94%,84%,900,38%,7,9,"[60*9]"
1440,machine_299,1.4,6,83%,37%,0,100%,100%,1240,14%,6,3,"[60*2,80]"
1440,machine_300,1.2,11,64%,44%,8,88%,83%,1010,30%,7,6,"[40,60*4,150]"
1440,machine_301,1.0,23,28%,21%,16,75%,75%,1160,19%,7,4,"[40,60,80,100]"
1440,machine_302,1.0,15,54%,36%,2,96%,90%,940,35%,7,6,"[60*5,200]"
1440,machine_303,2.5,2,95%,58%,2,97%,80%,980,32%,7,8,"[40,60*7]"
1440,machine_307,1.1,12,61%,39%,16,75%,75%,1080,25%,7,6,"[60*6]"
1440,machine_309,1.0,17,48%,31%,8,88%,87%,1140,21%,7,5,"[60*5]"
1440,machine_310,1.0,15,52%,32%,19,70%,69%,1080,25%,6,6,"[60*6]"
1440,machine_312,1.0,15,52%,38%,0,100%,100%,1180,18%,7,4,"[40,60*2,100]"
1440,machine_313,1.8,8,74%,53%,0,100%,97%,960,33%,7,8,"[60*8]"
1440,machine_315,3.1,6,80%,69%,19,70%,69%,960,33%,7,8,"[40,60*6,80]"
1440,machine_317,5.3,0,100%,86%,4,94%,93%,1020,29%,7,8,"[40*3,60*5]"
1440,machine_322,3.9,2,92%,75%,4,94%,90%,960,33%,7,7,"[40,60*4,100*2]"
1440,machine_323,3.3,3,92%,70%,0,100%,93%,1000,31%,7,7,"[60*6,80]"
1440,machine_324,1.5,10,68%,52%,19,70%,67%,920,36%,7,8,"[60*7,100]"
1440,machine_325,1.2,12,63%,47%,10,85%,75%,920,36%,7,9,"[40,60*8]"
1440,machine_326,1.0,17,46%,29%,0,100%,99%,1040,28%,6,6,"[40,60*3,80,100]"
1440,machine_327,1.0,14,58%,35%,0,100%,99%,1100,24%,7,5,"[60*4,100]"
1440,machine_328,1.0,19,42%,35%,16,75%,74%,1040,28%,7,6,"[60*5,100]"
1440,machine_329,2.5,6,81%,63%,17,73%,71%,1080,25%,7,5,"[60*3,80,100]"
1440,machine_330,1.0,14,57%,44%,8,88%,87%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_331,1.2,11,66%,49%,0,100%,100%,980,32%,7,8,"[40,60*7]"
1440,machine_332,1.1,12,62%,34%,23,65%,63%,1140,21%,7,5,"[60*5]"
1440,machine_333,2.0,6,81%,59%,0,100%,96%,800,44%,7,7,"[60*4,100*2,200]"
1440,machine_334,1.0,13,60%,37%,21,67%,67%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_335,1.5,8,74%,51%,21,67%,66%,940,35%,6,6,"[60*5,200]"
1440,machine_336,1.1,13,60%,39%,7,90%,90%,1040,28%,7,6,"[60*5,100]"
1440,machine_337,2.2,8,75%,61%,24,63%,60%,1220,15%,7,4,"[40,60*3]"
1440,machine_338,3.1,1,96%,69%,2,98%,90%,920,36%,6,8,"[60*7,100]"
1440,machine_339,1.4,11,64%,49%,16,75%,71%,1100,24%,7,5,"[60*4,100]"
1440,machine_340,1.0,21,33%,19%,16,75%,75%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_341,2.2,5,85%,60%,0,100%,100%,900,38%,7,8,"[40,60*5,100*2]"
1440,machine_342,2.5,2,93%,60%,8,88%,88%,1160,19%,7,4,"[60*3,100]"
1440,machine_343,1.0,15,53%,37%,16,75%,75%,1140,21%,7,5,"[60*5]"
1440,machine_344,2.0,8,73%,58%,15,77%,75%,1040,28%,7,6,"[60*5,100]"
1440,machine_345,2.9,5,86%,67%,5,93%,92%,1020,29%,7,7,"[60*7]"
1440,machine_346,2.9,1,96%,53%,0,100%,100%,1013,30%,7,5,"[60*3,80,167]"
1440,machine_350,2.1,8,75%,58%,1,99%,98%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_351,1.0,16,50%,36%,2,97%,92%,1020,29%,7,7,"[60*7]"
1440,machine_352,2.1,9,71%,60%,7,90%,87%,1120,22%,7,4,"[60*2,100*2]"
1440,machine_353,1.8,4,89%,54%,11,83%,83%,1080,25%,7,6,"[60*6]"
1440,machine_354,1.5,11,66%,50%,16,75%,73%,1060,26%,7,4,"[60*3,200]"
1440,machine_355,1.0,18,43%,25%,16,75%,72%,1080,25%,7,6,"[60*6]"
1440,machine_356,3.6,1,97%,71%,7,90%,89%,1100,24%,7,6,"[40,60*5]"
1440,machine_357,1.3,12,62%,44%,8,87%,85%,800,44%,7,9,"[60*6,80,100*2]"
1440,machine_358,3.0,4,89%,67%,0,100%,100%,1080,25%,6,6,"[40*2,60*3,100]"
1440,machine_360,1.7,8,75%,53%,13,80%,79%,1040,28%,7,6,"[60*5,100]"
1440,machine_361,1.0,13,59%,34%,12,81%,80%,350,76%,7,8,"[60*6,80,650]"
1440,machine_362,1.1,13,58%,46%,0,100%,99%,960,33%,7,8,"[60*8]"
1440,machine_363,2.6,0,99%,62%,0,100%,100%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_364,1.0,15,54%,40%,24,63%,62%,1140,21%,7,5,"[60*5]"
1440,machine_365,1.0,17,46%,37%,16,75%,72%,1140,21%,7,5,"[60*5]"
1440,machine_366,1.0,22,30%,21%,16,75%,73%,1140,21%,7,5,"[60*5]"
1440,machine_368,1.7,7,78%,54%,8,88%,87%,1040,28%,7,7,"[40,60*6]"
1440,machine_369,1.3,11,66%,44%,8,88%,88%,1120,22%,7,4,"[40,60,100,120]"
1440,machine_370,2.0,6,81%,57%,0,100%,94%,1080,25%,7,6,"[60*6]"
1440,machine_371,1.9,9,70%,59%,7,90%,83%,980,32%,7,7,"[60*6,100]"
1440,machine_375,3.6,2,95%,72%,0,100%,98%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_376,4.2,0,99%,76%,11,83%,83%,1100,24%,7,6,"[40,60*5]"
1440,machine_377,1.7,8,74%,52%,8,88%,84%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_379,2.1,3,90%,56%,3,95%,95%,1020,29%,6,7,"[60*7]"
1440,machine_380,2.2,3,89%,54%,8,88%,82%,1160,19%,6,4,"[60*2,80*2]"
1440,machine_381,1.0,18,45%,29%,0,100%,99%,1000,31%,6,6,"[60*4,100*2]"
1440,machine_382,1.0,19,41%,31%,8,88%,87%,1080,25%,7,6,"[60*6]"
1440,machine_385,1.0,15,52%,41%,32,50%,50%,1200,17%,7,4,"[60*4]"
1440,machine_386,3.0,0,100%,65%,4,94%,91%,1000,31%,6,7,"[60*6,80]"
1440,machine_388,1.2,10,69%,43%,12,82%,79%,960,33%,7,8,"[60*8]"
1440,machine_389,1.0,14,56%,37%,0,100%,99%,1140,21%,6,5,"[60*5]"
1440,machine_390,1.0,14,56%,40%,8,88%,88%,1080,25%,7,4,"[40,60*2,200]"
1440,machine_391,1.2,12,63%,42%,23,65%,62%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_392,2.1,10,68%,60%,7,90%,89%,1020,29%,7,7,"[60*7]"
1440,machine_393,2.2,5,86%,49%,1,98%,98%,1120,22%,6,3,"[60*2,200]"
1440,machine_394,1.6,10,68%,53%,0,100%,100%,900,38%,7,7,"[40,60*5,200]"
1440,machine_395,1.0,17,48%,24%,24,63%,60%,1100,24%,7,5,"[60*4,100]"
1440,machine_396,2.3,5,84%,59%,6,91%,91%,1060,26%,7,6,"[40,60*4,100]"
1440,machine_398,2.1,8,75%,59%,8,87%,86%,920,36%,7,9,"[40,60*8]"
1440,machine_399,2.6,5,85%,60%,12,81%,73%,860,40%,7,5,"[60*3,200*2]"
1440,machine_401,1.0,19,39%,28%,26,60%,57%,980,32%,7,8,"[40,60*7]"
1440,machine_402,1.0,15,52%,39%,0,100%,100%,840,42%,7,8,"[40,60*6,200]"
1440,machine_403,1.0,16,51%,43%,9,85%,76%,960,33%,7,8,"[40,60*6,80]"
1440,machine_404,1.0,23,27%,19%,8,88%,84%,940,35%,7,5,"[60*2,80,100,200]"
1440,machine_407,1.0,20,37%,26%,1,98%,97%,1000,31%,7,8,"[40*2,60*6]"
1440,machine_408,1.2,12,63%,45%,3,95%,95%,1100,24%,7,5,"[60*4,100]"
1440,machine_409,1.0,18,43%,27%,8,88%,87%,1180,18%,7,4,"[40,60*2,100]"
1440,machine_410,2.6,3,92%,61%,0,100%,100%,1080,25%,7,6,"[40*2,60*3,100]"
1440,machine_411,2.7,3,91%,63%,12,81%,81%,1120,22%,7,4,"[60*2,100*2]"
1440,machine_412,1.0,20,38%,25%,0,100%,100%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_414,1.1,10,69%,38%,6,91%,91%,1040,28%,6,6,"[60*5,100]"
1440,machine_416,1.0,23,30%,23%,23,64%,58%,1160,19%,7,5,"[40,60*4]"
1440,machine_418,1.7,8,75%,40%,4,94%,94%,1380,4%,6,1,"[60]"
1440,machine_420,1.0,15,52%,42%,12,81%,80%,1080,25%,7,6,"[60*6]"
1440,machine_421,1.5,9,72%,48%,8,88%,88%,1100,24%,7,6,"[40,60*5]"
1440,machine_422,1.0,18,43%,32%,14,78%,75%,1000,31%,7,3,"[40,100,300]"
1440,machine_424,2.3,3,91%,57%,0,100%,96%,1120,22%,6,5,"[60*4,80]"
1440,machine_425,3.6,4,88%,72%,5,93%,85%,820,43%,7,10,"[40,60*8,100]"
1440,machine_428,1.3,10,68%,46%,8,87%,83%,1100,24%,7,6,"[40,60*5]"
1440,machine_429,1.5,8,74%,47%,0,100%,95%,960,33%,7,8,"[60*8]"
1440,machine_430,1.2,13,61%,44%,20,69%,66%,890,38%,7,8,"[40,60*6,150]"
1440,machine_431,1.3,11,67%,40%,0,100%,100%,1080,25%,7,6,"[60*6]"
1440,machine_432,2.6,6,81%,64%,12,81%,80%,700,51%,7,8,"[60*4,80,100,120,200]"
1440,machine_433,2.3,7,79%,60%,0,100%,96%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_434,2.9,4,88%,67%,0,100%,99%,1040,28%,6,7,"[40,60*6]"
1440,machine_435,1.3,11,65%,44%,8,88%,87%,1020,29%,7,7,"[60*7]"
1440,machine_436,1.0,25,22%,12%,37,42%,41%,1160,19%,7,5,"[40,60*4]"
1440,machine_437,1.1,13,59%,48%,8,88%,81%,1000,31%,7,5,"[60*4,200]"
1440,machine_439,4.2,3,90%,77%,8,88%,87%,1040,28%,7,7,"[40,60*6]"
1440,machine_441,1.7,10,68%,55%,8,88%,87%,1080,25%,7,6,"[60*6]"
1440,machine_443,2.1,7,78%,60%,4,95%,88%,840,42%,7,10,"[40,60*8,80]"
1440,machine_447,1.0,22,30%,23%,12,81%,77%,920,36%,7,8,"[60*7,100]"
1440,machine_448,1.0,18,44%,34%,1,98%,90%,960,33%,7,8,"[60*8]"
1440,machine_449,4.4,0,100%,78%,6,91%,88%,1020,29%,7,7,"[60*7]"
1440,machine_451,3.3,1,97%,61%,1,98%,96%,940,35%,7,7,"[60*5,100*2]"
1440,machine_452,2.2,7,79%,60%,0,100%,98%,1160,19%,6,5,"[40,60*4]"
1440,machine_453,1.0,20,36%,30%,24,63%,62%,1180,18%,7,5,"[40*2,60*3]"
1440,machine_454,1.0,24,24%,11%,24,63%,61%,1200,17%,7,4,"[40*2,60,100]"
1440,machine_455,3.8,0,99%,74%,0,100%,100%,960,33%,7,6,"[40,60*4,200]"
1440,machine_456,2.3,6,83%,61%,8,88%,87%,1020,29%,7,7,"[60*7]"
1440,machine_457,1.0,17,47%,34%,0,100%,100%,920,36%,7,8,"[40*3,60*3,100,120]"
1440,machine_458,1.0,17,47%,39%,0,100%,95%,920,36%,7,8,"[60*7,100]"
1440,machine_459,1.7,9,72%,54%,0,100%,99%,1040,28%,7,7,"[40,60*6]"
1440,machine_460,1.5,8,74%,49%,10,84%,78%,940,35%,7,8,"[40,60*6,100]"
1440,machine_461,1.0,15,52%,41%,8,88%,87%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_462,1.9,7,79%,43%,1,98%,97%,1260,13%,6,3,"[60*3]"
1440,machine_463,1.9,8,76%,53%,20,69%,66%,940,35%,7,6,"[60*5,200]"
1440,machine_464,1.0,22,32%,25%,24,63%,63%,1080,25%,7,5,"[60*4,120]"
1440,machine_468,2.2,9,73%,61%,0,100%,100%,960,33%,7,8,"[40,60*6,80]"
1440,machine_469,1.8,6,82%,56%,6,90%,88%,1040,28%,7,6,"[40,60*3,80,100]"
1440,machine_472,1.1,11,64%,42%,0,100%,100%,1080,25%,7,6,"[60*6]"
1440,machine_473,1.0,14,56%,43%,8,88%,87%,1080,25%,7,6,"[60*6]"
1440,machine_474,1.7,9,71%,54%,0,100%,99%,1000,31%,7,8,"[40*2,60*6]"
1440,machine_475,1.0,16,50%,37%,8,87%,82%,940,35%,7,8,"[40,60*6,100]"
1440,machine_476,1.0,14,57%,36%,16,75%,74%,1140,21%,7,5,"[60*5]"
1440,machine_477,1.0,18,45%,33%,16,75%,75%,1040,28%,7,6,"[40,60*4,120]"
1440,machine_478,1.0,17,46%,31%,6,91%,76%,920,36%,7,8,"[60*7,100]"
1440,machine_479,1.0,16,49%,37%,10,85%,84%,860,40%,7,10,"[40,60*9]"
1440,machine_480,1.0,17,48%,33%,29,54%,54%,940,35%,7,6,"[60*5,200]"
1440,machine_483,1.0,20,39%,27%,16,75%,74%,1100,24%,7,6,"[40,60*5]"
1440,machine_485,3.6,3,92%,67%,0,100%,99%,1160,19%,7,5,"[40,60*4]"
1440,machine_486,1.0,15,53%,30%,15,77%,70%,1020,29%,7,7,"[60*7]"
1440,machine_487,1.0,14,56%,40%,16,75%,74%,1180,18%,6,5,"[40*2,60*3]"
1440,machine_489,1.0,17,48%,32%,8,87%,85%,960,33%,7,5,"[60*3,100,200]"
1440,machine_490,1.9,1,97%,55%,2,98%,94%,350,76%,7,6,"[60*4,200,650]"
1440,machine_491,4.1,2,94%,77%,4,94%,94%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_494,1.0,22,31%,20%,8,88%,87%,1020,29%,7,6,"[60*4,80,100]"
1440,machine_495,4.7,0,100%,80%,4,94%,92%,1080,25%,7,6,"[60*6]"
1440,machine_497,1.0,20,37%,26%,0,100%,96%,900,38%,7,8,"[60*7,120]"
1440,machine_498,1.0,22,32%,16%,32,50%,45%,1180,18%,7,4,"[60*3,80]"
1440,machine_500,1.1,12,62%,39%,0,100%,98%,1020,29%,7,7,"[40,60*5,80]"
1440,machine_501,2.8,6,82%,66%,0,100%,98%,980,32%,7,8,"[40,60*7]"
1440,machine_503,3.6,1,96%,72%,0,100%,99%,1040,28%,7,7,"[40,60*6]"
1440,machine_505,1.8,7,77%,42%,3,96%,96%,1320,8%,6,2,"[60*2]"
1440,machine_506,1.0,18,44%,23%,16,75%,75%,1040,28%,7,6,"[60*5,100]"
1440,machine_507,1.2,13,60%,45%,20,69%,69%,1160,19%,7,5,"[40,60*4]"
1440,machine_508,1.1,12,63%,37%,8,87%,82%,900,38%,7,8,"[60*6,80,100]"
1440,machine_509,1.0,15,54%,32%,0,100%,100%,960,33%,7,7,"[60*5,80,100]"
1440,machine_510,4.0,2,93%,76%,0,100%,100%,1080,25%,7,6,"[40*2,60*3,100]"
1440,machine_512,2.4,7,78%,61%,15,77%,75%,1080,25%,7,6,"[40,60*4,80]"
1440,machine_513,2.5,3,91%,62%,0,100%,98%,1040,28%,7,7,"[40,60*6]"
1440,machine_514,1.0,16,50%,35%,0,100%,100%,1100,24%,7,5,"[60*4,100]"
1440,machine_515,1.6,11,65%,55%,12,81%,81%,920,36%,7,9,"[40,60*8]"
1440,machine_516,2.2,7,79%,59%,0,100%,100%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_517,2.9,3,90%,63%,3,96%,95%,940,35%,7,8,"[40,60*6,100]"
1440,machine_520,1.8,10,70%,58%,16,75%,74%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_521,1.8,6,83%,55%,0,100%,98%,1040,28%,7,6,"[60*5,100]"
1440,machine_522,2.7,4,87%,65%,16,75%,75%,1100,24%,7,6,"[40,60*5]"
1440,machine_523,1.8,4,87%,52%,4,94%,94%,1040,28%,7,6,"[60*5,100]"
1440,machine_524,2.1,8,75%,58%,11,83%,79%,1060,26%,6,6,"[60*5,80]"
1440,machine_525,1.3,12,62%,45%,11,83%,82%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_526,2.3,6,82%,59%,12,81%,81%,1060,26%,7,5,"[60*3,100*2]"
1440,machine_527,1.1,12,62%,29%,16,75%,74%,1220,15%,6,3,"[60*2,100]"
1440,machine_528,2.1,5,83%,55%,3,95%,88%,980,32%,7,7,"[60*6,100]"
1440,machine_529,1.0,21,34%,24%,21,68%,63%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_531,1.9,7,77%,56%,0,100%,98%,980,32%,7,8,"[40,60*7]"
1440,machine_533,2.8,6,83%,66%,5,92%,91%,960,33%,6,8,"[60*8]"
1440,machine_534,4.3,1,96%,78%,0,100%,100%,1040,28%,7,7,"[40,60*6]"
1440,machine_536,1.0,20,36%,22%,48,25%,18%,1280,11%,7,3,"[40,60*2]"
1440,machine_537,2.2,6,81%,57%,0,100%,100%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_539,1.1,12,62%,45%,0,100%,100%,1100,24%,7,5,"[60*4,100]"
1440,machine_540,1.1,13,60%,39%,8,88%,88%,1180,18%,7,4,"[60*3,80]"
1440,machine_541,1.0,22,31%,22%,31,52%,52%,1140,21%,7,5,"[60*5]"
1440,machine_543,2.4,6,82%,60%,1,98%,85%,890,38%,7,8,"[40,60*6,150]"
1440,machine_544,2.3,8,74%,59%,8,88%,86%,1080,25%,7,5,"[60*3,80,100]"
1440,machine_545,2.7,5,84%,65%,8,88%,87%,1100,24%,7,5,"[60*4,100]"
1440,machine_546,1.0,22,32%,20%,32,50%,50%,1200,17%,7,4,"[60*4]"
1440,machine_548,2.4,1,96%,58%,5,93%,89%,1020,29%,6,7,"[40,60*5,80]"
1440,machine_549,1.9,10,70%,53%,0,100%,99%,1040,28%,7,7,"[40,60*6]"
1440,machine_550,2.2,5,83%,60%,8,88%,77%,1040,28%,7,7,"[40,60*6]"
1440,machine_551,1.7,8,75%,40%,4,94%,94%,1380,4%,6,1,"[60]"
1440,machine_552,1.0,18,44%,37%,8,88%,88%,1060,26%,7,7,"[40*2,60*5]"
1440,machine_555,1.0,17,46%,39%,16,75%,75%,1080,25%,7,6,"[40,60*4,80]"
1440,machine_556,1.6,6,80%,51%,20,69%,68%,1040,28%,6,6,"[60*5,100]"
1440,machine_558,1.8,8,74%,52%,15,77%,77%,1000,31%,7,6,"[60*4,100*2]"
1440,machine_559,2.1,2,93%,56%,0,100%,100%,560,61%,6,5,"[60*3,200,500]"
1440,machine_563,1.5,13,61%,50%,1,98%,89%,820,43%,7,10,"[60*9,80]"
1440,machine_564,4.5,2,95%,79%,16,75%,74%,1200,17%,7,4,"[40,60*2,80]"
1440,machine_565,4.9,1,97%,83%,0,100%,100%,1100,24%,6,6,"[40,60*5]"
1440,machine_566,2.2,10,69%,61%,13,80%,80%,920,36%,7,9,"[40,60*8]"
1440,machine_568,1.1,13,58%,44%,6,91%,89%,960,33%,7,8,"[60*8]"
1440,machine_569,3.4,1,98%,69%,4,94%,94%,1080,25%,6,6,"[60*6]"
1440,machine_570,1.4,10,70%,47%,0,100%,98%,1080,25%,7,6,"[40*3,60,80,100]"
1440,machine_572,2.9,5,85%,64%,8,87%,72%,1100,24%,7,6,"[40,60*5]"
1440,machine_577,1.6,11,64%,55%,0,100%,100%,940,35%,7,8,"[40,60*6,100]"
1440,machine_579,1.0,15,54%,41%,16,75%,75%,1040,28%,7,6,"[60*5,100]"
1440,machine_581,1.0,14,56%,33%,4,94%,92%,1040,28%,6,7,"[40,60*6]"
1440,machine_582,1.2,13,60%,45%,7,89%,89%,940,35%,7,8,"[40,60*6,100]"
1440,machine_585,2.0,5,83%,58%,0,100%,100%,1140,21%,7,6,"[40*3,60*3]"
1440,machine_587,1.1,12,61%,32%,0,100%,92%,1080,25%,7,6,"[60*6]"
1440,machine_588,3.4,1,98%,70%,7,90%,89%,980,32%,7,8,"[40,60*7]"
1440,machine_589,1.1,13,58%,45%,21,67%,65%,1040,28%,7,7,"[40,60*6]"
1440,machine_590,1.1,13,60%,43%,8,88%,85%,1020,29%,7,7,"[60*7]"
1440,machine_591,1.2,13,60%,46%,10,84%,81%,1040,28%,7,7,"[40,60*6]"
1440,machine_595,1.0,20,38%,31%,7,90%,89%,940,35%,7,8,"[60*7,80]"
1440,machine_596,3.3,2,92%,71%,8,88%,88%,1040,28%,7,6,"[60*5,100]"
1440,machine_597,1.2,11,67%,41%,7,90%,87%,1020,29%,6,7,"[60*7]"
1440,machine_599,1.0,21,36%,23%,17,74%,71%,1080,25%,7,6,"[60*6]"
1440,machine_600,2.1,8,74%,60%,6,90%,88%,980,32%,7,7,"[60*6,100]"
1440,machine_601,1.1,13,58%,50%,16,75%,69%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_602,2.0,6,82%,46%,0,100%,97%,1220,15%,6,3,"[60*2,100]"
1440,machine_603,1.9,9,73%,54%,28,56%,56%,1200,17%,7,4,"[60*4]"
1440,machine_606,1.4,11,66%,52%,3,96%,91%,860,40%,7,10,"[40,60*9]"
1440,machine_608,1.0,23,27%,16%,24,63%,63%,1140,21%,7,5,"[60*5]"
1440,machine_611,1.6,9,72%,53%,0,100%,100%,1100,24%,7,6,"[40,60*5]"
1440,machine_613,1.6,10,68%,54%,4,93%,88%,800,44%,7,10,"[60*9,100]"
1440,machine_614,1.2,13,59%,49%,4,94%,88%,780,46%,7,9,"[40,60*7,200]"
1440,machine_615,5.2,0,99%,85%,0,100%,100%,1000,31%,7,7,"[40,60*5,100]"
1440,machine_617,4.1,3,90%,76%,4,94%,94%,840,42%,7,8,"[40,60*6,200]"
1440,machine_618,1.1,13,61%,41%,0,100%,96%,1010,30%,7,6,"[40,60*4,150]"
1440,machine_619,3.4,5,86%,71%,5,93%,91%,940,35%,7,8,"[40,60*6,100]"
1440,machine_620,1.4,12,63%,50%,0,100%,99%,880,39%,7,7,"[60*4,100*2,120]"
1440,machine_623,2.3,8,76%,61%,0,100%,93%,940,35%,7,8,"[40,60*6,100]"
1440,machine_624,1.4,11,66%,50%,0,100%,100%,860,40%,7,7,"[40,60*4,100,200]"
1440,machine_625,1.8,8,76%,51%,8,88%,87%,1120,22%,7,5,"[60*4,80]"
1440,machine_626,3.6,2,95%,72%,4,93%,93%,820,43%,7,9,"[40,60*6,100,120]"
1440,machine_627,2.6,5,85%,62%,8,88%,86%,1080,25%,7,6,"[60*6]"
1440,machine_628,2.0,6,81%,59%,0,100%,87%,880,39%,7,7,"[60*6,200]"
1440,machine_629,1.1,11,65%,43%,0,100%,100%,1120,22%,7,5,"[40,60*3,100]"
1440,machine_630,2.3,5,85%,59%,0,100%,96%,1040,28%,7,7,"[40,60*6]"
1440,machine_631,2.5,7,78%,64%,8,88%,86%,960,33%,7,7,"[60*5,80,100]"
